,Name,Overall,Value,Wage,Release Clause,Age,log_value,predicted_log_value,value_difference
781,N. Maksimović,78,11000000,54000,19500000,26,16.213405830762646,15.840243185176924,-0.37316264558572243
824,E. Sala,78,11000000,31000,20900000,27,16.213405830762646,15.840243185176924,-0.37316264558572243
842,L. Dunk,78,11000000,46000,21700000,26,16.213405830762646,15.840243185176924,-0.37316264558572243
835,Fernando,78,11000000,1000,23900000,26,16.213405830762646,15.840243185176924,-0.37316264558572243
30,Isco,88,73500000,315000,156200000,26,18.112795964183064,17.739934856130905,-0.37286110805215955
31,C. Eriksen,88,73500000,205000,141500000,26,18.112795964183064,17.739934856130905,-0.37286110805215955
259,H. Maguire,82,23500000,77000,46400000,25,16.972510979114386,16.600119853558517,-0.3723911255558683
267,W. Ben Yedder,82,23500000,28000,49400000,27,16.972510979114386,16.600119853558517,-0.3723911255558683
1356,Pablo,76,7500000,34000,14800000,27,15.830413578506539,15.460304850986127,-0.370108727520412
1440,J. Fernandes,76,7500000,16000,15000000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1439,S. Terodde,76,7500000,23000,11300000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1363,Dênildo Stein,76,7500000,30000,14300000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1370,S. Zuber,76,7500000,29000,13300000,26,15.830413578506539,15.460304850986127,-0.370108727520412
1429,P. Jansson,76,7500000,38000,14800000,27,15.830413578506539,15.460304850986127,-0.370108727520412
1399,J. Veltman,76,7500000,16000,11100000,26,15.830413578506539,15.460304850986127,-0.370108727520412
1379,S. Blanco,76,7500000,9000,11300000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1382,T. Monconduit,76,7500000,18000,15600000,27,15.830413578506539,15.460304850986127,-0.370108727520412
1418,I. Santini,76,7500000,23000,11300000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1416,D. Quintero,76,7500000,10000,11300000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1456,C. Biraghi,76,7500000,42000,13300000,25,15.830413578506539,15.460304850986127,-0.370108727520412
1446,D. Stephens,76,7500000,46000,14300000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1414,S. Ristovski,76,7500000,12000,15600000,26,15.830413578506539,15.460304850986127,-0.370108727520412
1412,J. Allen,76,7500000,44000,14300000,28,15.830413578506539,15.460304850986127,-0.370108727520412
1371,J. Palomino,76,7500000,25000,13300000,28,15.830413578506539,15.460304850986127,-0.370108727520412
1407,Koo Ja Cheol,76,7500000,25000,12800000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1517,A. Hegazi,76,7500000,31000,14800000,27,15.830413578506539,15.460304850986127,-0.370108727520412
1345,Mata,76,7500000,25000,15800000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1504,S. Bell,76,7500000,24000,14100000,26,15.830413578506539,15.460304850986127,-0.370108727520412
1241,T. Cleverley,76,7500000,51000,14300000,28,15.830413578506539,15.460304850986127,-0.370108727520412
1555,Paulo Oliveira,76,7500000,21000,16300000,27,15.830413578506539,15.460304850986127,-0.370108727520412
1251,Héldon,76,7500000,23000,12400000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1254,K. Malcuit,76,7500000,47000,13300000,26,15.830413578506539,15.460304850986127,-0.370108727520412
1261,Vicente Gómez,76,7500000,12000,12000000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1263,Vitor Hugo,76,7500000,45000,13300000,27,15.830413578506539,15.460304850986127,-0.370108727520412
1351,S. Widmer,76,7500000,23000,11800000,25,15.830413578506539,15.460304850986127,-0.370108727520412
1264,B. Fornaroli,76,7500000,15000,9400000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1265,R. Snodgrass,76,7500000,66000,14300000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1556,A. Gomis,76,7500000,9000,15000000,24,15.830413578506539,15.460304850986127,-0.370108727520412
1278,D. Pabón,76,7500000,46000,12800000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1235,Alan Kardec,76,7500000,13000,16100000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1502,Y. Sankharé,76,7500000,39000,14300000,28,15.830413578506539,15.460304850986127,-0.370108727520412
1496,F. Montero,76,7500000,15000,15000000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1240,I. Popov,76,7500000,1000,15800000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1216,S. Doumbia,76,7500000,31000,15800000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1215,W. Bony,76,7500000,32000,14300000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1483,A. Souquet,76,7500000,19000,11800000,26,15.830413578506539,15.460304850986127,-0.370108727520412
1295,Ki Sung Yueng,76,7500000,46000,14300000,29,15.830413578506539,15.460304850986127,-0.370108727520412
1539,H. Soudani,76,7500000,51000,14300000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1218,Bernat,76,7500000,54000,14400000,25,15.830413578506539,15.460304850986127,-0.370108727520412
1316,André Simões,76,7500000,1000,16500000,28,15.830413578506539,15.460304850986127,-0.370108727520412
1512,A. Szalai,76,7500000,35000,12800000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1230,S. Rode,76,7500000,40000,13300000,27,15.830413578506539,15.460304850986127,-0.370108727520412
1468,J. Martin,76,7500000,20000,15000000,28,15.830413578506539,15.460304850986127,-0.370108727520412
1304,E. Mangala,76,7500000,84000,14400000,27,15.830413578506539,15.460304850986127,-0.370108727520412
1466,Y. Kobayashi,76,7500000,12000,9800000,30,15.830413578506539,15.460304850986127,-0.370108727520412
1311,A. Ekdal,76,7500000,34000,12800000,28,15.830413578506539,15.460304850986127,-0.370108727520412
477,Cristian Tello,80,16000000,30000,33600000,26,16.588099280204055,16.22018151936772,-0.36791776083633465
499,L. de Jong,80,16000000,23000,22400000,27,16.588099280204055,16.22018151936772,-0.36791776083633465
423,M. Marega,80,16000000,19000,32000000,27,16.588099280204055,16.22018151936772,-0.36791776083633465
471,J. Murillo,80,16000000,38000,34800000,26,16.588099280204055,16.22018151936772,-0.36791776083633465
475,L. Digne,80,16000000,79000,31600000,24,16.588099280204055,16.22018151936772,-0.36791776083633465
62,R. Varane,86,50000000,210000,106300000,25,17.72753356339242,17.359996521940108,-0.36753704145231225
1142,André André,77,9000000,13000,18900000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
1154,C. Piccini,77,9000000,29000,19600000,25,16.012735135300492,15.650274018081525,-0.3624611172189667
1069,Y. Sabaly,77,9000000,35000,17800000,25,16.012735135300492,15.650274018081525,-0.3624611172189667
1153,B. André,77,9000000,32000,17100000,27,16.012735135300492,15.650274018081525,-0.3624611172189667
1115,B. Sarr,77,9000000,40000,17800000,26,16.012735135300492,15.650274018081525,-0.3624611172189667
1074,F. Caicedo,77,9000000,51000,15300000,29,16.012735135300492,15.650274018081525,-0.3624611172189667
1035,D. Heintz,77,9000000,20000,16900000,24,16.012735135300492,15.650274018081525,-0.3624611172189667
1136,Carlos Eduardo,77,9000000,41000,15300000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
1168,D. Latza,77,9000000,30000,16200000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
1133,Sidcley,77,9000000,1000,19600000,25,16.012735135300492,15.650274018081525,-0.3624611172189667
1046,J. dos Santos,77,9000000,10000,13500000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
1122,D. da Costa,77,9000000,27000,16000000,24,16.012735135300492,15.650274018081525,-0.3624611172189667
1034,Pedro Obiang,77,9000000,65000,17800000,26,16.012735135300492,15.650274018081525,-0.3624611172189667
1135,M. Fabián,77,9000000,36000,15300000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
927,M. Ritchie,77,9000000,49000,17100000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
1015,M. Sissoko,77,9000000,79000,16700000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
952,A. Carroll,77,9000000,80000,17100000,29,16.012735135300492,15.650274018081525,-0.3624611172189667
956,Álex Remiro,77,9000000,15000,20700000,23,16.012735135300492,15.650274018081525,-0.3624611172189667
959,M. Elneny,77,9000000,76000,17800000,25,16.012735135300492,15.650274018081525,-0.3624611172189667
912,E. Choupo-Moting,77,9000000,75000,16700000,29,16.012735135300492,15.650274018081525,-0.3624611172189667
962,A. Prijović,77,9000000,1000,18900000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
1022,O. Ighalo,77,9000000,16000,19400000,29,16.012735135300492,15.650274018081525,-0.3624611172189667
978,A. Bertolacci,77,9000000,75000,15300000,27,16.012735135300492,15.650274018081525,-0.3624611172189667
981,R. Ábila,77,9000000,27000,12600000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
968,J. Rodriguez,77,9000000,41000,17100000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
909,V. Germain,77,9000000,49000,17100000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
1000,A. Poli,77,9000000,34000,15300000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
1194,Alberto Moreno,77,9000000,76000,17800000,25,16.012735135300492,15.650274018081525,-0.3624611172189667
1193,W. Boly,77,9000000,58000,17800000,27,16.012735135300492,15.650274018081525,-0.3624611172189667
1001,C. Austin,77,9000000,53000,17100000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
1010,J. Aquino,77,9000000,54000,14400000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
983,D. Garmash,77,9000000,1000,18900000,28,16.012735135300492,15.650274018081525,-0.3624611172189667
118,Fabinho,84,34000000,120000,67200000,24,17.341871082580436,16.980058187749314,-0.36181289483112167
113,A. Laporte,84,34000000,135000,65500000,24,17.341871082580436,16.980058187749314,-0.36181289483112167
111,J. Giménez,84,34000000,63000,72300000,23,17.341871082580436,16.980058187749314,-0.36181289483112167
110,D. Sánchez,84,34000000,105000,65500000,22,17.341871082580436,16.980058187749314,-0.36181289483112167
157,Ronaldo Cabrais,83,28000000,51000,50400000,26,17.14771506813948,16.790089020653916,-0.3576260474855637
302,G. Wijnaldum,82,23000000,130000,43700000,27,16.951004773893423,16.600119853558517,-0.3508849203349058
693,S. Jovetić,79,13000000,79000,24700000,28,16.38045991542581,16.030212352272322,-0.3502475631534878
675,Alex Teixeira,79,13000000,30000,28000000,28,16.38045991542581,16.030212352272322,-0.3502475631534878
631,L. Kurzawa,79,13000000,68000,25000000,25,16.38045991542581,16.030212352272322,-0.3502475631534878
664,J. Guðmundsson,79,13000000,61000,24700000,27,16.38045991542581,16.030212352272322,-0.3502475631534878
662,Elkeson,79,13000000,25000,28600000,28,16.38045991542581,16.030212352272322,-0.3502475631534878
614,W. Orban,79,13000000,48000,23100000,25,16.38045991542581,16.030212352272322,-0.3502475631534878
606,S. Kolašinac,79,13000000,89000,25700000,25,16.38045991542581,16.030212352272322,-0.3502475631534878
635,A. Mandi,79,13000000,26000,28300000,26,16.38045991542581,16.030212352272322,-0.3502475631534878
632,G. Ramírez,79,13000000,41000,22100000,27,16.38045991542581,16.030212352272322,-0.3502475631534878
592,D. Benedetto,79,13000000,32000,18200000,28,16.38045991542581,16.030212352272322,-0.3502475631534878
661,Kike García,79,13000000,32000,27300000,28,16.38045991542581,16.030212352272322,-0.3502475631534878
655,Borja García,79,13000000,35000,27300000,27,16.38045991542581,16.030212352272322,-0.3502475631534878
341,Ricardo Pereira,81,19000000,64000,37500000,24,16.759949537130716,16.41015068646312,-0.34979885066759664
370,X. Shaqiri,81,19000000,130000,36100000,26,16.759949537130716,16.41015068646312,-0.34979885066759664
84,R. Mahrez,85,40500000,205000,74900000,27,17.516812532076766,17.17002735484471,-0.34678517723205715
82,J. Kimmich,85,40500000,92000,69900000,23,17.516812532076766,17.17002735484471,-0.34678517723205715
206,M. Balotelli,83,27500000,55000,52300000,27,17.1296965626368,16.790089020653916,-0.33960754198288257
422,F. Balbuena,80,15500000,80000,30600000,26,16.556350581889475,16.22018151936772,-0.3361690625217548
490,R. Rodríguez,80,15500000,81000,27500000,25,16.556350581889475,16.22018151936772,-0.3361690625217548
491,R. Pereyra,80,15500000,65000,29500000,27,16.556350581889475,16.22018151936772,-0.3361690625217548
518,Alexandre Pato,80,15500000,35000,33300000,28,16.556350581889475,16.22018151936772,-0.3361690625217548
497,Canales,80,15500000,30000,32600000,27,16.556350581889475,16.22018151936772,-0.3361690625217548
485,Sergi Enrich,80,15500000,34000,32600000,28,16.556350581889475,16.22018151936772,-0.3361690625217548
529,D. Sturridge,80,15500000,125000,29500000,28,16.556350581889475,16.22018151936772,-0.3361690625217548
451,M. Keane,80,15500000,88000,30600000,25,16.556350581889475,16.22018151936772,-0.3361690625217548
482,S. Aurier,80,15500000,82000,29800000,25,16.556350581889475,16.22018151936772,-0.3361690625217548
468,J. Tarkowski,80,15500000,56000,30600000,25,16.556350581889475,16.22018151936772,-0.3361690625217548
450,M. Ginter,80,15500000,28000,27500000,24,16.556350581889475,16.22018151936772,-0.3361690625217548
257,A. Rüdiger,82,22500000,110000,43300000,25,16.929025867174648,16.600119853558517,-0.32890601361613037
272,Jonathan Viera,82,22500000,31000,49500000,28,16.929025867174648,16.600119853558517,-0.32890601361613037
292,G. Sigurðsson,82,22500000,125000,42800000,28,16.929025867174648,16.600119853558517,-0.32890601361613037
256,E. Višća,82,22500000,40000,42800000,28,16.929025867174648,16.600119853558517,-0.32890601361613037
281,S. Mustafi,82,22500000,115000,44400000,26,16.929025867174648,16.600119853558517,-0.32890601361613037
769,Diego Carlos,78,10500000,25000,20700000,25,16.166885815127753,15.840243185176924,-0.32664262995082893
836,V. Darida,78,10500000,30000,17900000,27,16.166885815127753,15.840243185176924,-0.32664262995082893
826,S. Arias,78,10500000,46000,22300000,26,16.166885815127753,15.840243185176924,-0.32664262995082893
840,N. Chadli,78,10500000,66000,20000000,28,16.166885815127753,15.840243185176924,-0.32664262995082893
819,A. Cragno,78,10500000,21000,20000000,24,16.166885815127753,15.840243185176924,-0.32664262995082893
846,Oriol Romeu,78,10500000,46000,20700000,26,16.166885815127753,15.840243185176924,-0.32664262995082893
869,R. Cabella,78,10500000,36000,20000000,28,16.166885815127753,15.840243185176924,-0.32664262995082893
763,O. Al Soma,78,10500000,47000,17900000,29,16.166885815127753,15.840243185176924,-0.32664262995082893
847,Lucas Pérez,78,10500000,85000,20000000,29,16.166885815127753,15.840243185176924,-0.32664262995082893
805,Omar Mascarell,78,10500000,29000,18600000,25,16.166885815127753,15.840243185176924,-0.32664262995082893
778,Capa,78,10500000,23000,22800000,26,16.166885815127753,15.840243185176924,-0.32664262995082893
855,K. Papadopoulos,78,10500000,16000,17600000,26,16.166885815127753,15.840243185176924,-0.32664262995082893
758,Dyego Sousa,78,10500000,19000,21000000,28,16.166885815127753,15.840243185176924,-0.32664262995082893
818,L. Pavoletti,78,10500000,39000,17900000,29,16.166885815127753,15.840243185176924,-0.32664262995082893
787,J. Mojica,78,10500000,28000,22800000,25,16.166885815127753,15.840243185176924,-0.32664262995082893
815,M. De Sciglio,78,10500000,78000,18100000,25,16.166885815127753,15.840243185176924,-0.32664262995082893
375,E. Salvio,81,18500000,19000,37000000,27,16.733281290048552,16.41015068646312,-0.3231306035854331
381,F. Smolov,81,18500000,1000,38900000,28,16.733281290048552,16.41015068646312,-0.3231306035854331
349,M. Nastasić,81,18500000,36000,32800000,25,16.733281290048552,16.41015068646312,-0.3231306035854331
348,B. Davies,81,18500000,87000,35600000,25,16.733281290048552,16.41015068646312,-0.3231306035854331
333,M. Brozović,81,18500000,64000,32800000,25,16.733281290048552,16.41015068646312,-0.3231306035854331
187,Danilo Pereira,83,27000000,21000,56000000,26,17.111347423968603,16.790089020653916,-0.3212584033146868
172,Lucas Vázquez,83,27000000,205000,55400000,27,17.111347423968603,16.790089020653916,-0.3212584033146868
32,Coutinho,88,69500000,340000,147700000,26,18.05683731053502,17.739934856130905,-0.316902454404115
26,M. Salah,88,69500000,255000,137300000,26,18.05683731053502,17.739934856130905,-0.316902454404115
657,G. Pezzella,79,12500000,56000,22200000,27,16.34123920227253,16.030212352272322,-0.31102685000020713
681,D. Drinkwater,79,12500000,110000,23100000,28,16.34123920227253,16.030212352272322,-0.31102685000020713
656,Y. Belhanda,79,12500000,65000,23800000,28,16.34123920227253,16.030212352272322,-0.31102685000020713
684,S. Feghouli,79,12500000,65000,23800000,28,16.34123920227253,16.030212352272322,-0.31102685000020713
637,Y. Konoplyanka,79,12500000,41000,21300000,28,16.34123920227253,16.030212352272322,-0.31102685000020713
590,D. Zappacosta,79,12500000,94000,24100000,26,16.34123920227253,16.030212352272322,-0.31102685000020713
644,Ibai Gómez,79,12500000,31000,26300000,28,16.34123920227253,16.030212352272322,-0.31102685000020713
676,A. Dzagoev,79,12500000,1000,27500000,28,16.34123920227253,16.030212352272322,-0.31102685000020713
610,L. Milivojević,79,12500000,56000,24700000,27,16.34123920227253,16.030212352272322,-0.31102685000020713
648,Sergio León,79,12500000,32000,26300000,29,16.34123920227253,16.030212352272322,-0.31102685000020713
689,N. Petersen,79,12500000,35000,22500000,29,16.34123920227253,16.030212352272322,-0.31102685000020713
708,T. Walcott,79,12500000,105000,23800000,29,16.34123920227253,16.030212352272322,-0.31102685000020713
16,H. Kane,89,83500000,205000,160700000,24,18.240357189821083,17.929904023226303,-0.3104531665947796
94,Y. Brahimi,85,39000000,28000,78000000,28,17.47907220409392,17.17002735484471,-0.3090448492492115
42,S. Umtiti,87,57000000,205000,121100000,24,17.858561825798823,17.549965689035506,-0.30859613676331676
284,G. Bonaventura,82,22000000,115000,37400000,28,16.90655301132259,16.600119853558517,-0.3064331577640722
294,M. Arnautović,82,22000000,120000,41800000,29,16.90655301132259,16.600119853558517,-0.3064331577640722
1171,O. Trejo,77,8500000,21000,18700000,30,15.955576721460545,15.650274018081525,-0.3053027033790201
1158,José Sá,77,8500000,1000,19300000,25,15.955576721460545,15.650274018081525,-0.3053027033790201
1180,R. Funes Mori,77,8500000,28000,18500000,27,15.955576721460545,15.650274018081525,-0.3053027033790201
1083,Cédric,77,8500000,43000,16800000,26,15.955576721460545,15.650274018081525,-0.3053027033790201
1011,H. Pérez,77,8500000,29000,17900000,29,15.955576721460545,15.650274018081525,-0.3053027033790201
1165,D. Buonanotte,77,8500000,12000,11900000,30,15.955576721460545,15.650274018081525,-0.3053027033790201
1185,Adrián,77,8500000,16000,17000000,30,15.955576721460545,15.650274018081525,-0.3053027033790201
965,Simão Acunha,77,8500000,35000,16200000,30,15.955576721460545,15.650274018081525,-0.3053027033790201
1134,M. Jørgensen,77,8500000,45000,16800000,28,15.955576721460545,15.650274018081525,-0.3053027033790201
900,F. Johnson,77,8500000,29000,14500000,30,15.955576721460545,15.650274018081525,-0.3053027033790201
919,V. Odjidja-Ofoe,77,8500000,24000,12800000,29,15.955576721460545,15.650274018081525,-0.3053027033790201
966,N. Müller,77,8500000,34000,14500000,30,15.955576721460545,15.650274018081525,-0.3053027033790201
1057,Rafael Carioca,77,8500000,54000,13600000,29,15.955576721460545,15.650274018081525,-0.3053027033790201
1081,A. Szymanowski,77,8500000,31000,17900000,29,15.955576721460545,15.650274018081525,-0.3053027033790201
903,Caiuby,77,8500000,27000,14500000,29,15.955576721460545,15.650274018081525,-0.3053027033790201
1139,S. Aziz,77,8500000,48000,16800000,27,15.955576721460545,15.650274018081525,-0.3053027033790201
976,K. Lala,77,8500000,19000,17600000,26,15.955576721460545,15.650274018081525,-0.3053027033790201
1023,L. Acosta,77,8500000,22000,12800000,30,15.955576721460545,15.650274018081525,-0.3053027033790201
902,M. Dossevi,77,8500000,30000,17000000,30,15.955576721460545,15.650274018081525,-0.3053027033790201
924,M. Carcela-González,77,8500000,19000,12800000,29,15.955576721460545,15.650274018081525,-0.3053027033790201
1119,K. Mitroglou,77,8500000,47000,16200000,30,15.955576721460545,15.650274018081525,-0.3053027033790201
942,Rubén Peña,77,8500000,22000,18500000,26,15.955576721460545,15.650274018081525,-0.3053027033790201
943,Mikel San José,77,8500000,25000,17900000,29,15.955576721460545,15.650274018081525,-0.3053027033790201
1145,Juanpe,77,8500000,27000,18500000,27,15.955576721460545,15.650274018081525,-0.3053027033790201
498,Iago Falqué,80,15000000,59000,25500000,28,16.523560759066484,16.22018151936772,-0.30337923969876357
489,D. Didavi,80,15000000,44000,25500000,28,16.523560759066484,16.22018151936772,-0.30337923969876357
507,R. Boudebouz,80,15000000,31000,31500000,28,16.523560759066484,16.22018151936772,-0.30337923969876357
486,A. Yarmolenko,80,15000000,92000,28500000,28,16.523560759066484,16.22018151936772,-0.30337923969876357
445,N. Tagliafico,80,15000000,20000,22100000,25,16.523560759066484,16.22018151936772,-0.30337923969876357
483,J. Matip,80,15000000,99000,29600000,26,16.523560759066484,16.22018151936772,-0.30337923969876357
192,Sergi Roberto,83,26500000,170000,56300000,26,17.09265529095645,16.790089020653916,-0.3025662703025347
195,K. Kampl,83,26500000,74000,45100000,27,17.09265529095645,16.790089020653916,-0.3025662703025347
190,Allan,83,26500000,87000,45100000,27,17.09265529095645,16.790089020653916,-0.3025662703025347
112,Alex Telles,84,32000000,22000,66400000,25,17.281246460764002,16.980058187749314,-0.301188273014688
136,I. Gündoğan,84,32000000,175000,59200000,27,17.281246460764002,16.980058187749314,-0.301188273014688
1453,A. Lennon,76,7000000,48000,13300000,31,15.761420707019587,15.460304850986127,-0.30111585603346036
1368,L. Zuffi,76,7000000,25000,11000000,28,15.761420707019587,15.460304850986127,-0.30111585603346036
1257,Júnior Moraes,76,7000000,1000,14700000,31,15.761420707019587,15.460304850986127,-0.30111585603346036
1367,H. Nordtveit,76,7000000,31000,12400000,28,15.761420707019587,15.460304850986127,-0.30111585603346036
1565,C. Zambrano,76,7000000,25000,11000000,28,15.761420707019587,15.460304850986127,-0.30111585603346036
1344,C. Clark,76,7000000,42000,13800000,28,15.761420707019587,15.460304850986127,-0.30111585603346036
1477,A. Hunt,76,7000000,16000,11200000,31,15.761420707019587,15.460304850986127,-0.30111585603346036
1533,N. El Zhar,76,7000000,28000,14700000,31,15.761420707019587,15.460304850986127,-0.30111585603346036
1509,R. Hamouma,76,7000000,30000,13300000,31,15.761420707019587,15.460304850986127,-0.30111585603346036
1308,Carles Planas,76,7000000,26000,15200000,27,15.761420707019587,15.460304850986127,-0.30111585603346036
1253,F. Bartels,76,7000000,27000,11900000,31,15.761420707019587,15.460304850986127,-0.30111585603346036
1340,M. Moralez,76,7000000,9000,10500000,31,15.761420707019587,15.460304850986127,-0.30111585603346036
1492,J. McArthur,76,7000000,48000,13300000,30,15.761420707019587,15.460304850986127,-0.30111585603346036
1438,J. De Guzmán,76,7000000,32000,11900000,30,15.761420707019587,15.460304850986127,-0.30111585603346036
1548,D. González,76,7000000,22000,11900000,30,15.761420707019587,15.460304850986127,-0.30111585603346036
1441,Kiko Femenía,76,7000000,44000,13800000,27,15.761420707019587,15.460304850986127,-0.30111585603346036
1411,T. Koubek,76,7000000,21000,13800000,25,15.761420707019587,15.460304850986127,-0.30111585603346036
1491,L. Christodoulopoulos,76,7000000,1000,15400000,31,15.761420707019587,15.460304850986127,-0.30111585603346036
100,Diego Costa,85,38500000,100000,78900000,29,17.466168799258014,17.17002735484471,-0.2961414444133048
363,Vitolo,81,18000000,65000,36900000,28,16.70588231586044,16.41015068646312,-0.29573162939732
382,L. Stindl,81,18000000,43000,30600000,29,16.70588231586044,16.41015068646312,-0.29573162939732
356,K. Bellarabi,81,18000000,76000,30600000,28,16.70588231586044,16.41015068646312,-0.29573162939732
65,Douglas Costa,86,46500000,175000,76700000,27,17.654962870557586,17.359996521940108,-0.2949663486174785
123,Carvajal,84,31500000,185000,66900000,26,17.26549810379586,16.980058187749314,-0.2854399160465455
120,William Carvalho,84,31500000,38000,68500000,26,17.26549810379586,16.980058187749314,-0.2854399160465455
127,S. de Vrij,84,31500000,88000,55900000,26,17.26549810379586,16.980058187749314,-0.2854399160465455
204,B. Dost,83,26000000,26000,52000000,29,17.073607095985757,16.790089020653916,-0.28351807533184115
181,S. Savić,83,26000000,67000,55300000,27,17.073607095985757,16.790089020653916,-0.28351807533184115
208,Giuliano,83,26000000,64000,44200000,28,17.073607095985757,16.790089020653916,-0.28351807533184115
278,T. Delaney,82,21500000,61000,38200000,26,16.883563493097892,16.600119853558517,-0.28344363953937446
255,F. Vázquez,82,21500000,27000,45200000,29,16.883563493097892,16.600119853558517,-0.28344363953937446
282,J. Pastore,82,21500000,84000,36600000,29,16.883563493097892,16.600119853558517,-0.28344363953937446
297,M. Kruse,82,21500000,45000,36600000,30,16.883563493097892,16.600119853558517,-0.28344363953937446
237,Pau López,82,21500000,21000,46800000,23,16.883563493097892,16.600119853558517,-0.28344363953937446
85,D. Alaba,85,38000000,110000,65600000,26,17.45309671769066,17.17002735484471,-0.28306936284594997
867,E. Hernández,78,10000000,29000,17000000,30,16.11809565095832,15.840243185176924,-0.2778524657813968
838,Pedro Mendes,78,10000000,26000,20800000,27,16.11809565095832,15.840243185176924,-0.2778524657813968
839,C. Schindler,78,10000000,48000,19800000,28,16.11809565095832,15.840243185176924,-0.2778524657813968
822,F. Fajr,78,10000000,28000,20000000,29,16.11809565095832,15.840243185176924,-0.2778524657813968
820,L. Castro,78,10000000,36000,17000000,29,16.11809565095832,15.840243185176924,-0.2778524657813968
880,J. Cork,78,10000000,58000,19000000,29,16.11809565095832,15.840243185176924,-0.2778524657813968
801,M. Halstenberg,78,10000000,45000,17800000,26,16.11809565095832,15.840243185176924,-0.2778524657813968
852,N. Lodeiro,78,10000000,11000,15000000,29,16.11809565095832,15.840243185176924,-0.2778524657813968
850,F. Lejeune,78,10000000,46000,19800000,27,16.11809565095832,15.840243185176924,-0.2778524657813968
893,R. Alessandrini,78,10000000,11000,15000000,29,16.11809565095832,15.840243185176924,-0.2778524657813968
773,Bastos,78,10000000,44000,17800000,26,16.11809565095832,15.840243185176924,-0.2778524657813968
770,D. Djené,78,10000000,23000,21800000,26,16.11809565095832,15.840243185176924,-0.2778524657813968
765,Petros,78,10000000,43000,17000000,29,16.11809565095832,15.840243185176924,-0.2778524657813968
862,Fábio Coentrão,78,10000000,13000,21000000,30,16.11809565095832,15.840243185176924,-0.2778524657813968
866,L. Pratto,78,10000000,28000,14000000,30,16.11809565095832,15.840243185176924,-0.2778524657813968
870,Rafael Tolói,78,10000000,27000,17800000,27,16.11809565095832,15.840243185176924,-0.2778524657813968
887,J. Lens,78,10000000,50000,19000000,30,16.11809565095832,15.840243185176924,-0.2778524657813968
856,M. Gradel,78,10000000,32000,20000000,30,16.11809565095832,15.840243185176924,-0.2778524657813968
67,Thiago,86,45500000,130000,75100000,27,17.633222883921178,17.359996521940108,-0.2732263619810702
687,I. Traoré,79,12000000,34000,20400000,30,16.300417207752275,16.030212352272322,-0.2702048554799532
685,Adrien Silva,79,12000000,75000,22800000,29,16.300417207752275,16.030212352272322,-0.2702048554799532
682,N. Kalinić,79,12000000,60000,24600000,30,16.300417207752275,16.030212352272322,-0.2702048554799532
563,Luimo Boas Santos,79,12000000,26000,22800000,30,16.300417207752275,16.030212352272322,-0.2702048554799532
674,F. Coquelin,79,12000000,36000,26100000,27,16.300417207752275,16.030212352272322,-0.2702048554799532
627,D. Demme,79,12000000,50000,21300000,26,16.300417207752275,16.030212352272322,-0.2702048554799532
636,D. Sidibé,79,12000000,61000,23700000,25,16.300417207752275,16.030212352272322,-0.2702048554799532
628,J. Gouweleeuw,79,12000000,28000,21300000,26,16.300417207752275,16.030212352272322,-0.2702048554799532
616,Iñigo Martínez,79,12000000,26000,26100000,27,16.300417207752275,16.030212352272322,-0.2702048554799532
645,Danilo,79,12000000,110000,23100000,26,16.300417207752275,16.030212352272322,-0.2702048554799532
650,J. Guilavogui,79,12000000,46000,21300000,27,16.300417207752275,16.030212352272322,-0.2702048554799532
